Player_ID,Player_Tag,Real_Name,Country_Name,Country_ISO_Code,Birth_Year,Age,Primary_Game_ID,Current_Team_ID,Total_Prize_USD,Tournaments_Count
PL_000149,Star_IDN_149,Pro Athlete 149,Indonesia,IDN,2003,23,G_10,TM_00118,18040.57,5
PL_000150,Star_BRA_150,Pro Athlete 150,Brazil,BRA,2001,25,G_04,TM_00016,88300.37,6
PL_000151,Star_BRA_151,Pro Athlete 151,Brazil,BRA,1995,31,G_06,TM_00103,24420.25,7
PL_000152,Star_SWE_152,Pro Athlete 152,Sweden,SWE,2007,19,G_19,TM_00121,162537.04,11
PL_000153,Star_CAN_153,Pro Athlete 153,Canada,CAN,1997,29,G_19,TM_00106,8864.13,9
PL_000154,Star_KOR_154,Pro Athlete 154,South Korea,KOR,2000,26,G_09,TM_00127,35241.63,14
PL_000155,Star_KOR_155,Pro Athlete 155,South Korea,KOR,2004,22,G_09,TM_00127,74523.63,10
PL_000156,Star_SGP_156,Pro Athlete 156,Singapore,SGP,2005,21,G_04,TM_00017,103453.25,7
PL_000157,Star_DNK_157,Pro Athlete 157,Denmark,DNK,1997,29,G_18,TM_00140,51439.59,6
PL_000158,Star_USA_158,Pro Athlete 158,United States,USA,1997,29,G_05,TM_00139,10464.1,6
PL_000159,Star_SAU_159,Pro Athlete 159,Saudi Arabia,SAU,1997,29,G_03,TM_00039,3619.88,6
PL_000160,Star_SWE_160,Pro Athlete 160,Sweden,SWE,1997,29,G_15,TM_00067,13126.64,10
PL_000161,Star_SAU_161,Pro Athlete 161,Saudi Arabia,SAU,2007,19,G_17,TM_00149,49318.53,3
PL_000162,Star_SWE_162,Pro Athlete 162,Sweden,SWE,2006,20,G_17,TM_00044,30047.26,3
PL_000163,Star_DNK_163,Pro Athlete 163,Denmark,DNK,1995,31,G_05,TM_00024,34434.07,7
PL_000164,Star_USA_164,Pro Athlete 164,United States,USA,2001,25,G_15,TM_00058,18956.9,8
PL_000165,Star_PHL_165,Pro Athlete 165,Philippines,PHL,1999,27,G_06,TM_00130,12268.19,7
PL_000166,Star_DNK_166,Pro Athlete 166,Denmark,DNK,1999,27,G_06,TM_00170,41858.79,8
PL_000167,Star_SWE_167,Pro Athlete 167,Sweden,SWE,2006,20,G_14,TM_00137,3677.51,5
PL_000168,Star_USA_168,Pro Athlete 168,United States,USA,2007,19,G_15,TM_00164,9955.74,10
PL_000169,Star_SWE_169,Pro Athlete 169,Sweden,SWE,2002,24,G_15,TM_00067,4687.52,6
PL_000170,Star_AUS_170,Pro Athlete 170,Australia,AUS,1999,27,G_14,TM_00022,10430.6,2
PL_000171,Star_JPN_171,Pro Athlete 171,Japan,JPN,2005,21,G_20,TM_00021,64055.77,7
PL_000172,Star_USA_172,Pro Athlete 172,United States,USA,1997,29,G_08,TM_00070,10222.27,9
PL_000173,Star_DEU_173,Pro Athlete 173,Germany,DEU,1996,30,G_06,TM_00031,2363.71,6
PL_000174,Star_THA_174,Pro Athlete 174,Thailand,THA,1997,29,G_09,TM_00057,83224.97,8
PL_000175,Star_DEU_175,Pro Athlete 175,Germany,DEU,1998,28,G_10,TM_00100,21717.01,6
PL_000176,Star_KOR_176,Pro Athlete 176,South Korea,KOR,1995,31,G_01,TM_00001,40105.6,11
PL_000177,Star_THA_177,Pro Athlete 177,Thailand,THA,2004,22,G_14,TM_00040,3424.55,9
PL_000178,Star_SAU_178,Pro Athlete 178,Saudi Arabia,SAU,2007,19,G_03,TM_00039,38204.35,6
PL_000179,Star_VNM_179,Pro Athlete 179,Vietnam,VNM,1999,27,G_06,TM_00011,29991.83,2
PL_000180,Star_SWE_180,Pro Athlete 180,Sweden,SWE,1995,31,G_07,TM_00168,4282.1,10
PL_000181,Star_GBR_181,Pro Athlete 181,United Kingdom,GBR,2002,24,G_12,TM_00038,19861.74,11
PL_000182,Star_IDN_182,Pro Athlete 182,Indonesia,IDN,2002,24,G_07,TM_00175,32900.72,9
PL_000183,Star_BRA_183,Pro Athlete 183,Brazil,BRA,2002,24,G_18,TM_00071,55372.77,4
PL_000184,Star_UKR_184,Pro Athlete 184,Ukraine,UKR,2003,23,G_03,TM_00006,3963.23,9
PL_000185,Star_VNM_185,Pro Athlete 185,Vietnam,VNM,2007,19,G_13,TM_00132,16785.77,6
PL_000186,Star_VNM_186,Pro Athlete 186,Vietnam,VNM,1995,31,G_20,TM_00156,57577.89,13
PL_000187,Star_JPN_187,Pro Athlete 187,Japan,JPN,2004,22,G_01,TM_00072,49028.93,10
PL_000188,Star_USA_188,Pro Athlete 188,United States,USA,2002,24,G_02,TM_00029,11801.34,6
PL_000189,Star_JPN_189,Pro Athlete 189,Japan,JPN,1998,28,G_20,TM_00021,23377.22,10
PL_000190,Star_PHL_190,Pro Athlete 190,Philippines,PHL,1998,28,G_20,TM_00138,33745.53,4
PL_000191,Star_DEU_191,Pro Athlete 191,Germany,DEU,2004,22,G_15,TM_00116,110595.65,13
PL_000192,Star_GBR_192,Pro Athlete 192,United Kingdom,GBR,2005,21,G_01,TM_00008,52818.26,12
PL_000193,Star_THA_193,Pro Athlete 193,Thailand,THA,2002,24,G_10,TM_00124,3305.48,6
PL_000194,Star_AUS_194,Pro Athlete 194,Australia,AUS,2002,24,G_10,TM_00028,33293.14,8
PL_000195,Star_BRA_195,Pro Athlete 195,Brazil,BRA,2001,25,G_04,TM_00134,15267.6,8
PL_000196,Star_VNM_196,Pro Athlete 196,Vietnam,VNM,2002,24,G_13,TM_00132,31289.24,8
PL_000197,Star_THA_197,Pro Athlete 197,Thailand,THA,1996,30,G_09,TM_00057,19813.13,11
PL_000198,Star_PHL_198,Pro Athlete 198,Philippines,PHL,2004,22,G_06,TM_00033,136944.6,13
PL_000199,Star_IDN_199,Pro Athlete 199,Indonesia,IDN,2004,22,G_17,TM_00069,3455.08,7
PL_000200,Star_UKR_200,Pro Athlete 200,Ukraine,UKR,1995,31,G_02,TM_00129,2070.81,6
PL_000201,Star_USA_201,Pro Athlete 201,United States,USA,1998,28,G_17,TM_00154,13961.24,9
PL_000202,Star_DNK_202,Pro Athlete 202,Denmark,DNK,2003,23,G_12,TM_00107,19132.95,8
PL_000203,Star_SWE_203,Pro Athlete 203,Sweden,SWE,1999,27,G_14,TM_00137,11758.72,2
PL_000204,Star_THA_204,Pro Athlete 204,Thailand,THA,2004,22,G_06,TM_00136,3369.54,6
PL_000205,Star_SAU_205,Pro Athlete 205,Saudi Arabia,SAU,2005,21,G_08,TM_00055,20229.01,5
PL_000206,Star_CAN_206,Pro Athlete 206,Canada,CAN,2003,23,G_19,TM_00106,13130.04,7
PL_000207,Star_KOR_207,Pro Athlete 207,South Korea,KOR,1998,28,G_01,TM_00002,6208.17,8
PL_000208,Star_IDN_208,Pro Athlete 208,Indonesia,IDN,1995,31,G_17,TM_00069,5807.41,6
PL_000209,Star_VNM_209,Pro Athlete 209,Vietnam,VNM,1997,29,G_09,TM_00123,161859.15,7
PL_000210,Star_AUS_210,Pro Athlete 210,Australia,AUS,1997,29,G_13,TM_00155,37939.76,12
PL_000211,Star_CHN_211,Pro Athlete 211,China,CHN,1995,31,G_03,TM_00075,40571.46,12
PL_000212,Star_JPN_212,Pro Athlete 212,Japan,JPN,2005,21,G_09,TM_00133,27808.62,8
PL_000213,Star_IDN_213,Pro Athlete 213,Indonesia,IDN,2000,26,G_07,TM_00014,32873.46,8
PL_000214,Star_SWE_214,Pro Athlete 214,Sweden,SWE,1995,31,G_14,TM_00043,1582.31,10
PL_000215,Star_SWE_215,Pro Athlete 215,Sweden,SWE,1997,29,G_19,TM_00121,124110.36,3
PL_000216,Star_DNK_216,Pro Athlete 216,Denmark,DNK,1995,31,G_05,TM_00024,29193.11,7
PL_000217,Star_UKR_217,Pro Athlete 217,Ukraine,UKR,2005,21,G_20,TM_00120,43462.99,4
PL_000218,Star_THA_218,Pro Athlete 218,Thailand,THA,2004,22,G_09,TM_00049,7555.21,7
PL_000219,Star_UKR_219,Pro Athlete 219,Ukraine,UKR,2004,22,G_20,TM_00120,37207.73,5
PL_000220,Star_KOR_220,Pro Athlete 220,South Korea,KOR,1999,27,G_03,TM_00102,27212.58,8
PL_000221,Star_UKR_221,Pro Athlete 221,Ukraine,UKR,2000,26,G_14,TM_00097,11067.76,5
PL_000222,Star_UKR_222,Pro Athlete 222,Ukraine,UKR,1996,30,G_02,TM_00129,35178.76,5
PL_000223,Star_FRA_223,Pro Athlete 223,France,FRA,1995,31,G_07,TM_00104,43975.38,7
PL_000224,Star_CHN_224,Pro Athlete 224,China,CHN,1996,30,G_18,TM_00119,37029.3,5
PL_000225,Star_BRA_225,Pro Athlete 225,Brazil,BRA,2001,25,G_20,TM_00068,37378.72,7
PL_000226,Star_THA_226,Pro Athlete 226,Thailand,THA,1997,29,G_18,TM_00163,46494.68,7
PL_000227,Star_GBR_227,Pro Athlete 227,United Kingdom,GBR,1997,29,G_20,TM_00150,12329.49,10
PL_000228,Star_DEU_228,Pro Athlete 228,Germany,DEU,2005,21,G_18,TM_00174,27659.17,7
PL_000229,Star_PHL_229,Pro Athlete 229,Philippines,PHL,1999,27,G_04,TM_00030,1805.08,8
PL_000230,Star_IDN_230,Pro Athlete 230,Indonesia,IDN,2004,22,G_17,TM_00069,4753.18,4
PL_000231,Star_IDN_231,Pro Athlete 231,Indonesia,IDN,2005,21,G_20,TM_00142,25482.69,9
PL_000232,Star_DEU_232,Pro Athlete 232,Germany,DEU,2006,20,G_15,TM_00116,7681.18,12
PL_000233,Star_IDN_233,Pro Athlete 233,Indonesia,IDN,2006,20,G_07,TM_00013,12307.64,12
PL_000234,Star_KOR_234,Pro Athlete 234,South Korea,KOR,2004,22,G_04,TM_00042,71454.36,4
PL_000235,Star_VNM_235,Pro Athlete 235,Vietnam,VNM,2004,22,G_06,TM_00012,1999.57,11
PL_000236,Star_PHL_236,Pro Athlete 236,Philippines,PHL,2007,19,G_19,TM_00052,44327.88,5
PL_000237,Star_JPN_237,Pro Athlete 237,Japan,JPN,2003,23,G_15,TM_00051,37130.24,9
PL_000238,Star_PHL_238,Pro Athlete 238,Philippines,PHL,1997,29,G_07,TM_00015,21132.06,9
PL_000239,Star_CHN_239,Pro Athlete 239,China,CHN,2002,24,G_03,TM_00075,35781.01,7
PL_000240,Star_CHN_240,Pro Athlete 240,China,CHN,2006,20,G_03,TM_00075,7282.47,5
PL_000241,Star_JPN_241,Pro Athlete 241,Japan,JPN,2004,22,G_18,TM_00095,11709.4,8
PL_000242,Star_KOR_242,Pro Athlete 242,South Korea,KOR,2000,26,G_04,TM_00042,13975.37,12
PL_000243,Star_BRA_243,Pro Athlete 243,Brazil,BRA,1995,31,G_03,TM_00144,38202.29,7
PL_000244,Star_GBR_244,Pro Athlete 244,United Kingdom,GBR,1996,30,G_13,TM_00173,14836.57,4
PL_000245,Star_KOR_245,Pro Athlete 245,South Korea,KOR,2007,19,G_03,TM_00102,9639.98,4
PL_000246,Star_SAU_246,Pro Athlete 246,Saudi Arabia,SAU,1999,27,G_08,TM_00055,5013.11,9
PL_000247,Star_FRA_247,Pro Athlete 247,France,FRA,2000,26,G_08,TM_00066,6373.01,5
